The Juan Maclean Boiler Room Brooklyn DJ Set,https://www.youtube.com/watch?v=gBFIqidbcyU
"The Juan Maclean ""Happy House"" (Official Video) - DFA RECORDS",https://www.youtube.com/watch?v=7zVKnweTSDs
The Juan Maclean - Running Back To You,https://www.youtube.com/watch?v=WAc8HADx17w
THE JUAN MACLEAN house set in The Lab NYC,https://www.youtube.com/watch?v=WWqE3KjbsY0
Juan Maclean Boiler Room New York DJ Set,https://www.youtube.com/watch?v=X8VNLRDkmcg
"The Juan MacLean ""A Place Called Space"" (Official Video) - DFA RECORDS",https://www.youtube.com/watch?v=rcXh7SIB76A
"The Juan MacLean ""A Simple Design"" (Official Video) - DFA RECORDS",https://www.youtube.com/watch?v=AokIMW5Ehpo
The Juan MacLean - Happy House (Live at The Double Door) [Part 1],https://www.youtube.com/watch?v=8rEgNKBZggg
The Juan Maclean - One Day,https://www.youtube.com/watch?v=XfqjjjPfq1k
The Juan Maclean - I've Waited For So Long,https://www.youtube.com/watch?v=pDjHxAdwEYw
The Juan Maclean - A Simple Design,https://www.youtube.com/watch?v=62Od1HngltM
The Juan MacLean Live @ La Route du Rock Festival 2015,https://www.youtube.com/watch?v=MLpM2Y_000Q
Here in the Twilight,https://www.youtube.com/watch?v=qR7eOYZTKyE
The Juan Maclean - Here In The Twilight,https://www.youtube.com/watch?v=hB8oxAI1-Kw
The Juan Maclean - What Do You Feel Free About? [DFA2602],https://www.youtube.com/watch?v=7n4zJsuslIo
"Juan Maclean @ The Lot Radio (Nov 13, 2017)",https://www.youtube.com/watch?v=2L_40wa4e-U
The Juan MacLean - Happy House (Live at The Double Door) [Part 2],https://www.youtube.com/watch?v=-LLGDXq9csI
COLLEEN 'COSMO' MURPHY deep disco set in The Lab LDN,https://www.youtube.com/watch?v=d-QLrTj-v5M&t=594s
Portable / Bodycode deep house live set,https://www.youtube.com/watch?v=MdlkvCm4-Jk
"Survival Mode: Clubs, Live Music and Covid-19",https://www.youtube.com/watch?v=xDQ9iKnqpgQ
Clubify brings you events directly to your screen,https://www.youtube.com/watch?v=xo-52uIvIYA
Wellness In Ibiza - The Other Side Of The Island,https://www.youtube.com/watch?v=xeFISDEN0JU
ASHLEY BEEDLE grass roots soul & jazz funk set in The lab LDN,https://www.youtube.com/watch?v=04q8KGKdiq4
Cousn - Are You With Us (Official Music Video),https://www.youtube.com/watch?v=EkRIwEfV3Gk
YAZZUS in The Lab LDN,https://www.youtube.com/watch?v=ttmX-DdRq6o
"Scuba, Bakongo, Effy Hotflush takeover in The Lab LDN",https://www.youtube.com/watch?v=84i2r8yP4zI
HOLLIS PARKER in The Lab LDN,https://www.youtube.com/watch?v=RbWPssbOKQI
CHRIS INPERSPECTIVE funk-fuelled d'n'b & jungle set in The Lab LDN,https://www.youtube.com/watch?v=4RBf752SiKs
